Player,GP,MIN,FG,3FG,FT,OR,TR,AST,TO,STL,BLK,PF,PTS,Rating,Win %,PD,MVP Votes
Kris Cason,0.7727272727272727,31.1,6.1,0.2,2.1,1.9,9.2,0.5,2.2,0.5,0.6,3.6,14.5,17.7,0.773,549.0,0
Cameron Brooks,0.9090909090909091,33.9,5.8,1.0,1.8,0.6,3.2,4.6,1.0,1.0,0.3,2.2,14.5,18.5,0.773,549.0,0
Tom Gillette,1.0,35.8,5.8,0.8,2.0,0.9,3.5,3.0,1.3,0.8,0.2,1.9,14.5,14.2,0.364,-73.0,0
Chen Joo Nguan,0.7272727272727273,39.4,6.1,0.1,2.1,2.2,7.9,1.9,1.6,1.0,0.1,1.9,14.4,13.9,0.273,-244.0,0
Ricky Mahoney,0.7727272727272727,32.2,5.8,0.6,2.0,0.9,4.1,3.6,0.9,0.6,0.2,2.6,14.1,16,0.818,436.0,0
Mick Hutton,0.7727272727272727,23.6,5.4,0.6,2.5,1.1,4.4,1.2,1.2,0.7,0.6,2.0,14.0,13,0.455,44.0,0
Ezra Dubose,1.0,35.1,5.7,0.3,2.3,2.7,11.4,2.0,1.2,0.3,0.7,4.1,14.0,17.4,0.636,277.0,0
Valerio Poggi,1.0,35.3,5.1,1.4,1.8,0.5,2.0,4.3,0.9,0.6,0.2,1.2,13.3,16.2,0.364,-73.0,0
Maurice Kimble,1.0,35.8,5.6,0.3,1.5,1.0,3.0,3.0,1.4,1.0,0.5,1.7,13.0,14.2,0.364,-124.0,0
Warren Nunn,0.6818181818181818,42.8,5.1,0.2,2.5,2.1,12.3,1.5,2.4,0.5,3.5,4.0,12.9,7.5,0.045,-1212.0,0
Marek ÄwikliÅski,0.9545454545454546,37.9,5.1,0.2,2.5,2.0,8.3,3.3,1.5,0.9,0.6,1.2,12.9,14.8,0.636,314.0,0
Michael Lindquist,1.0,35.5,5.6,0.1,1.3,0.7,4.5,2.0,1.5,1.0,0.6,2.5,12.7,14.7,0.727,286.0,0
Steven Rowley,1.0,38.7,5.1,0.5,2.0,0.7,2.7,4.7,1.1,1.1,0.1,1.8,12.7,15.2,0.727,286.0,0
Otuma Godwin,0.7727272727272727,31.6,5.2,0.2,2.1,2.6,11.6,2.2,1.3,0.6,0.8,3.2,12.6,18.8,0.773,549.0,0
Batuhan UruÃ§,0.8181818181818182,31.5,5.1,0.3,2.1,2.4,10.8,3.7,0.8,0.7,2.4,3.4,12.5,17.3,0.682,52.0,0
Dion Jackson,0.6818181818181818,42.4,9.8,1.2,2.5,1.9,8.9,2.9,1.5,1.6,1.4,1.1,23.3,18.4,0.682,-24.0,1
Neculai Postolache,1.0,38.9,9.3,0.3,2.7,2.7,12.7,2.0,1.0,0.6,1.0,2.5,21.6,19,0.8640000000000001,487.0,190
Arnold Garvez,1.0,38.8,8.7,0.2,3.0,3.3,11.8,3.0,1.4,0.7,0.9,1.3,20.7,16.4,0.545,213.0,0
Lester Riggs,0.7727272727272727,37.1,8.6,0.3,2.4,2.5,11.3,0.4,1.8,1.2,0.6,2.6,19.9,17.6,0.727,260.0,0
Emelyan Mitrofanov,1.0,42.0,8.1,0.3,3.3,3.5,12.3,3.4,1.5,0.9,1.6,1.6,19.9,16.8,0.455,114.0,56
Peter Vaughan,0.9545454545454546,35.1,8.0,1.2,2.5,0.9,4.2,3.3,1.3,1.0,0.2,2.5,19.7,15.9,0.5,288.0,0
Brian Purnell,1.0,35.8,7.3,0.4,4.6,2.7,10.7,2.8,1.0,1.2,0.6,3.6,19.6,17.1,0.8640000000000001,487.0,110
Kim D'Arrigo,0.8181818181818182,40.3,8.0,0.6,2.3,2.0,10.3,3.3,1.4,1.3,0.6,1.8,18.9,16.4,0.455,-18.0,0
Colin Seitz,0.8181818181818182,32.1,7.3,0.9,2.6,1.1,3.3,2.4,1.2,0.6,0.2,1.9,18.2,16.9,0.455,-18.0,0
Valentino Animobono,0.8181818181818182,34.2,7.4,0.2,3.0,1.5,6.3,1.7,1.8,0.4,0.6,2.1,18.1,16.1,0.364,-75.0,0
Pinchas Chaim,1.0,40.3,6.7,0.6,4.1,0.6,3.0,4.3,1.4,1.9,0.5,2.5,18.0,17.2,0.455,114.0,0
Ismar Äalipur,0.8636363636363636,33.4,7.3,0.4,2.8,1.6,7.1,3.2,0.5,1.5,0.7,0.9,17.8,18.6,0.8640000000000001,487.0,3
Mitch Hammonds,1.0,41.0,7.5,0.1,2.7,4.0,15.5,3.1,1.6,0.7,0.9,2.8,17.8,17.4,0.455,114.0,42
Anthony Collin,0.7727272727272727,35.2,7.6,0.2,2.2,2.6,10.8,1.2,1.7,0.3,1.5,3.1,17.5,17.2,0.364,-75.0,0
Fred Eckert,0.7727272727272727,38.4,6.6,0.6,3.4,1.6,7.1,2.9,1.4,0.9,0.6,2.4,17.2,15.6,0.5,-35.0,0
Steven Stockton,0.9090909090909091,35.4,7.4,0.2,1.7,3.2,12.9,2.7,1.0,0.4,1.4,1.8,16.8,17.9,0.636,188.0,5
Otuma Godwin,0.9090909090909091,33.1,7.1,0.3,1.9,2.5,12.9,1.8,1.0,0.8,1.4,2.5,16.4,18.8,0.8640000000000001,708.0,71
Jin Chuxiang,0.9090909090909091,38.5,6.6,1.2,2.0,1.9,6.3,3.2,1.7,0.6,0.6,1.9,16.4,14.6,0.455,61.0,0
Dailius JanuÅ¡as,0.8181818181818182,35.9,7.0,0.8,1.5,1.6,5.4,4.9,1.3,0.9,0.3,2.6,16.3,16.7,0.727,260.0,0
Elbert Ray,0.6818181818181818,30.2,6.3,0.4,3.3,1.5,6.9,2.1,1.5,1.2,1.2,2.3,16.3,16.9,0.682,-24.0,0
Cameron Brooks,0.9545454545454546,36.3,6.5,1.0,2.3,0.7,2.8,5.0,1.0,1.1,0.2,1.9,16.2,17.3,0.8640000000000001,708.0,29
Emilio Di Tomasso,1.0,34.1,6.1,0.3,3.5,2.8,11.4,3.2,1.3,0.9,1.6,1.8,16.0,16.7,0.455,61.0,0
McKinley Olson,0.9090909090909091,31.4,6.6,1.0,1.8,1.0,4.6,4.3,0.7,1.0,1.0,1.0,15.8,17.1,0.8640000000000001,708.0,4
Ezra Dubose,0.7727272727272727,34.7,6.3,0.2,2.9,3.1,11.1,1.2,1.6,0.6,1.2,4.6,15.8,16.4,0.636,188.0,0
John Falk,0.9090909090909091,43.3,5.4,1.4,3.3,1.0,3.3,1.8,2.8,1.4,0.1,1.9,15.6,13.8,0.0,-1478.0,0
Kris Cason,0.9090909090909091,32.2,6.0,0.6,3.2,1.9,9.8,0.7,1.4,0.6,1.0,2.9,15.6,18.7,0.8640000000000001,708.0,1
Clemente Melton,0.7727272727272727,36.2,6.5,0.5,1.8,2.5,9.8,2.4,1.8,0.9,0.7,3.3,15.3,14.5,0.455,-18.0,0
Ward Cloud,0.8181818181818182,33.1,6.1,0.1,2.9,4.1,14.4,0.7,2.2,0.6,0.9,2.5,15.3,17.9,0.545,180.0,0
Winston Pham,0.8181818181818182,30.7,5.8,0.9,2.7,0.4,3.0,4.5,1.1,1.3,0.4,1.1,15.3,18.9,0.8640000000000001,708.0,0
Carlos CÃ¡mpoy,0.7727272727272727,35.0,5.9,0.9,2.4,1.1,4.1,2.9,1.2,1.1,0.3,1.9,15.2,14.6,0.5,-35.0,0
Kendrick Hamm,0.8181818181818182,35.2,6.3,0.4,1.9,1.1,5.6,3.1,1.4,1.8,0.4,1.7,14.9,16,0.455,-18.0,0
Alexander Marakasov,0.7727272727272727,38.4,6.3,0.5,1.6,2.8,11.4,3.9,1.8,0.9,0.5,3.1,14.8,15.3,0.364,-75.0,0
Palmer Russell,0.7727272727272727,40.0,6.7,0.1,1.1,4.0,13.7,1.2,1.9,0.8,0.8,1.8,14.6,16.3,0.545,213.0,0
Andrea Benedetto,0.9545454545454546,29.3,5.5,1.1,2.4,0.8,2.4,3.1,1.1,0.4,0.3,2.6,14.5,17.5,0.364,-139.0,0
Beniamin Tyszko,1.0,30.5,6.0,1.0,1.5,0.7,3.0,3.0,1.0,0.9,0.4,1.9,14.5,14.7,0.5,288.0,0
Ãzkan Ogulbas,1.0,33.6,6.1,0.1,1.9,2.4,8.3,3.2,1.1,0.7,0.4,1.7,14.2,16.1,0.545,213.0,0
Amado Cheda,1.0,40.3,5.7,0.4,2.3,1.2,4.9,2.2,2.2,0.8,0.0,2.0,14.0,14.7,0.045,-730.0,0
Gintautas Daleckis,0.7727272727272727,32.2,5.6,0.8,1.6,1.2,3.6,3.9,1.2,1.0,0.7,1.9,13.7,17.5,0.727,260.0,0
Batuhan UruÃ§,0.7727272727272727,35.9,5.4,0.2,2.6,3.1,11.9,4.1,1.1,0.7,2.5,3.8,13.7,17.2,0.727,260.0,0
Veniamin Ivanov,0.7727272727272727,35.5,5.6,0.2,1.8,3.4,14.1,1.9,1.9,0.4,2.4,4.0,13.3,19.2,0.5,-35.0,0
Patrick Scruggs,0.9545454545454546,29.6,5.0,1.0,2.2,0.9,3.1,2.9,0.8,1.3,0.4,2.5,13.2,13.7,0.5,288.0,0
Carlos Betancourt,0.9545454545454546,36.2,5.0,0.5,2.6,1.3,5.1,3.4,1.0,0.9,0.1,2.7,13.0,15.7,0.636,188.0,0
Alvin McCabe,0.8181818181818182,26.9,5.4,0.7,1.5,0.4,2.2,2.6,0.9,0.8,0.6,1.8,13.0,16.6,0.8640000000000001,708.0,0
Juan De Dios Torres,1.0,38.6,4.9,0.4,2.8,0.9,3.0,5.7,1.8,1.3,0.2,3.6,12.9,16.2,0.545,213.0,0
Elliott Barnett,0.8181818181818182,35.7,4.9,0.4,2.7,1.3,4.6,3.3,1.1,0.6,0.2,0.7,12.8,16.3,0.364,-75.0,0
Ko Siok Hui,1.0,37.1,5.2,0.3,2.1,1.1,3.3,4.0,2.0,1.1,0.1,1.6,12.8,15.4,0.545,213.0,0
Szymon Jamka,0.9090909090909091,19.4,5.2,0.2,2.2,1.2,5.6,1.2,1.0,0.4,0.8,2.4,12.8,15.7,0.727,260.0,0
ThÃ©o Ãlie,0.8181818181818182,22.9,5.1,0.6,1.9,1.4,5.7,1.4,0.9,0.6,2.0,1.4,12.7,14.9,0.5,-35.0,0
Stefan Pietruczuk,0.9545454545454546,32.7,5.5,0.5,1.1,1.6,5.4,2.6,1.7,0.8,0.8,1.1,12.5,14.5,0.364,-139.0,0
Richard Meadows,0.8181818181818182,29.6,4.4,0.5,3.2,0.6,3.1,3.9,1.2,1.2,0.5,2.2,12.4,16.1,0.636,188.0,0
Pinchas Chaim,0.8181818181818182,42.4,8.9,1.5,5.7,0.6,2.9,4.3,1.5,1.1,0.4,3.1,25.0,17.6,0.591,120.0,0
Reginas Liesmonas,0.9090909090909091,35.6,8.2,1.3,3.3,1.0,4.8,2.9,1.1,1.4,0.5,2.8,20.9,19.9,0.5,23.0,6
Brian Purnell,1.0,39.2,8.9,0.3,2.8,3.5,11.6,2.5,1.4,1.1,0.3,3.0,20.8,16.1,0.455,133.0,5
Arnold Garvez,0.8636363636363636,36.1,8.4,0.4,3.1,3.7,13.1,2.2,1.8,0.7,0.5,1.5,20.3,17.1,0.5,283.0,0
Peter Vaughan,0.9545454545454546,35.3,7.6,2.0,3.0,1.3,4.5,2.9,1.5,1.0,0.0,2.8,20.1,16.4,0.545,323.0,11
Emelyan Mitrofanov,0.8636363636363636,45.0,8.8,0.4,1.9,4.9,16.4,2.3,1.5,0.8,1.7,2.3,19.9,17.1,0.591,120.0,22
Nicolas Laborie,0.9545454545454546,34.8,7.3,1.9,3.0,0.7,3.6,2.8,0.8,1.1,0.4,1.5,19.5,18,0.636,276.0,86
Alberto Coenza,0.6818181818181818,34.0,7.1,1.2,3.1,0.8,4.1,4.1,1.1,1.5,0.4,2.6,18.5,18.5,0.727,347.0,4
Florenci Navarro,0.9545454545454546,35.6,7.3,1.4,2.3,1.4,5.4,3.8,1.2,1.2,0.2,2.9,18.3,18.3,0.636,276.0,162
Andrzej Gryczkowski,0.7272727272727273,37.9,7.6,0.2,2.2,4.4,13.2,2.2,2.4,0.3,1.5,1.2,17.5,17.1,0.182,-815.0,0
Nick Rasmussen,0.9090909090909091,41.9,7.0,0.6,2.9,1.6,6.8,4.0,1.6,1.0,0.8,2.8,17.5,16.9,0.682,248.0,32
Steven Stockton,0.9090909090909091,37.7,7.4,0.2,2.4,2.8,13.2,2.4,2.0,0.7,1.4,2.2,17.3,16.9,0.545,134.0,75
Nicola Bigaglia,0.9090909090909091,35.6,6.8,0.8,2.8,1.8,6.4,2.4,1.1,1.0,0.2,2.4,17.2,16.1,0.5,23.0,0
Wang Qingyi,0.9545454545454546,33.6,7.0,0.4,2.6,3.5,11.0,3.6,1.0,1.2,0.7,2.7,17.0,16.8,0.636,247.0,0
Neculai Postolache,1.0,40.7,6.6,0.1,3.0,3.0,13.3,1.8,2.0,0.7,1.2,3.0,16.4,17.5,0.455,133.0,0
Ismar Äalipur,1.0,38.8,6.5,0.5,2.8,2.2,8.6,2.2,1.6,0.9,0.6,1.0,16.3,17.1,0.455,133.0,0
Neil Purcell,0.9545454545454546,31.2,6.3,1.0,2.7,0.6,2.5,2.8,1.2,1.0,0.3,2.0,16.2,18,0.591,205.0,2
Ãngel Hiriart,0.9090909090909091,36.2,6.4,0.3,2.8,2.8,11.6,1.4,2.2,0.4,0.5,2.6,15.8,17.2,0.636,247.0,0
Carlos CÃ¡mpoy,0.7727272727272727,37.7,5.7,0.3,3.9,0.9,5.0,3.0,1.3,1.4,0.1,1.4,15.6,15.8,0.636,52.0,0
Ãzkan Ogulbas,0.8636363636363636,35.4,6.1,0.3,2.8,2.5,9.3,2.9,1.5,0.9,0.4,2.6,15.3,16.1,0.5,283.0,0
Fred Eckert,0.7727272727272727,33.9,5.6,0.9,3.2,1.1,4.7,2.7,1.5,1.1,0.5,1.8,15.3,15.4,0.636,52.0,0
Beniamin Tyszko,0.8636363636363636,30.7,5.7,1.4,1.9,0.8,3.8,2.8,1.6,1.1,0.2,2.3,14.7,14.3,0.545,323.0,0
Mitch Hammonds,0.8636363636363636,42.0,5.9,0.3,2.4,4.3,14.1,2.9,1.5,0.8,1.4,2.1,14.5,17.2,0.591,120.0,0
Damjan Sajkovski,0.9545454545454546,30.6,6.2,0.2,1.9,3.0,12.1,0.6,1.8,0.9,1.0,2.3,14.5,17.2,0.591,363.0,59
Sidney Oakes,0.9090909090909091,36.7,5.8,0.1,2.6,3.4,12.1,2.2,1.6,0.5,2.0,1.7,14.2,14.6,0.545,134.0,1
McKinley Olson,0.9545454545454546,43.0,5.0,0.4,4.0,1.0,4.6,3.8,1.4,1.0,0.2,1.8,14.2,15.4,0.636,247.0,0
Kurt Lyon,0.7727272727272727,37.6,5.8,0.1,2.4,2.9,12.2,1.1,2.5,0.6,0.4,1.2,14.1,16.5,0.636,52.0,0
Elbert Ray,0.8181818181818182,30.3,5.6,0.6,2.4,1.1,6.5,1.6,1.8,0.6,0.9,1.4,14.1,16.6,0.727,347.0,0
Gercho Ostrev,0.7272727272727273,34.0,5.8,1.0,1.2,0.6,2.7,3.9,1.7,1.0,0.2,1.7,13.9,15.5,0.636,52.0,0
Ted Delacruz,0.9545454545454546,34.1,5.0,1.3,2.3,1.0,4.3,3.0,1.2,1.0,0.9,0.9,13.6,16,0.591,363.0,1
Lucas AlborÃ©s,0.7727272727272727,33.9,5.4,0.4,2.3,2.0,11.6,1.6,1.7,0.9,1.0,3.2,13.5,16.6,0.591,205.0,0
Palmer Russell,0.8636363636363636,44.3,5.4,0.2,2.4,4.5,15.1,1.3,2.3,0.9,0.7,3.2,13.3,15.4,0.5,283.0,0
Ward Cloud,0.9090909090909091,39.4,5.5,0.4,1.8,4.0,15.5,0.6,3.0,0.2,0.7,2.2,13.2,17.4,0.682,248.0,3
Carlos Betancourt,0.8181818181818182,40.6,4.9,0.4,2.8,1.2,5.7,3.6,1.2,1.1,0.2,2.8,13.2,14.9,0.545,134.0,0
Marek ÄwikliÅski,0.8181818181818182,42.6,5.3,0.1,2.6,2.6,10.3,3.4,0.9,0.7,0.9,2.4,13.2,15.6,0.591,120.0,0
Moses Teel,0.8636363636363636,35.6,5.4,0.3,1.9,3.4,12.9,1.9,2.1,0.7,1.3,2.3,13.1,16.1,0.682,248.0,0
Franklin Jones,0.9545454545454546,37.2,4.3,0.4,3.9,1.5,5.6,3.6,1.3,1.5,0.3,2.9,12.9,15.9,0.636,247.0,0
Adam Vidal,0.9090909090909091,38.1,5.1,1.2,1.5,1.0,3.6,4.2,1.0,1.2,0.6,1.2,12.8,15.8,0.545,134.0,0
Maynard Stratton,0.9090909090909091,36.3,4.7,0.9,2.4,0.5,2.4,3.7,1.2,1.0,0.2,3.1,12.7,16.8,0.5,23.0,0
Michael Lindquist,0.9090909090909091,35.9,5.0,0.7,1.6,1.6,5.0,1.8,1.3,0.7,0.4,2.7,12.4,14,0.545,134.0,0
Jari Karber,0.9545454545454546,30.7,4.8,0.7,2.0,0.8,3.8,2.1,0.9,0.8,0.0,0.9,12.2,14.3,0.636,276.0,0
Jim Winters,0.9545454545454546,30.1,4.3,1.5,1.9,1.0,3.5,2.5,0.7,0.7,0.4,2.0,12.0,15.5,0.545,323.0,0
Ko Siok Hui,0.8636363636363636,35.2,5.1,0.4,1.4,0.9,3.1,3.2,1.5,0.8,0.3,1.9,11.9,15,0.5,283.0,0
Leroy Blum,0.9090909090909091,19.1,4.6,1.0,1.6,0.5,2.6,1.8,0.8,0.8,0.6,1.5,11.8,16.7,0.591,363.0,0
Bertran Regan,0.8181818181818182,27.5,4.4,1.2,1.4,1.2,3.4,0.8,1.8,0.6,0.5,1.3,11.4,10.8,0.136,-1061.0,0
Ed Cho,0.8636363636363636,24.6,4.1,0.8,2.4,0.7,2.5,1.9,1.0,0.8,0.2,2.1,11.4,12.9,0.636,52.0,0
Anestis Lakamas,0.9545454545454546,34.5,4.3,0.1,2.4,3.0,12.5,1.8,1.8,0.6,1.9,2.3,11.1,18,0.591,363.0,41
Sergio Flores,0.9545454545454546,31.7,4.7,0.3,1.2,1.4,5.5,3.3,1.3,1.4,0.3,1.2,10.8,18.1,0.591,205.0,0
Greg Maynard,0.9545454545454546,24.9,3.7,0.5,2.8,0.7,2.4,1.9,0.9,0.8,0.1,1.0,10.8,15.6,0.682,248.0,0
Barry Askew,0.9545454545454546,25.4,4.3,0.4,1.8,1.1,3.9,2.5,1.3,0.2,0.2,2.4,10.7,16,0.682,248.0,0
Albino CalderÃ³n,1.0,38.0,9.0,2.4,2.9,1.0,4.6,3.5,1.0,0.7,0.3,2.3,23.4,17.6,0.545,104.0,121
Reginas Liesmonas,0.8181818181818182,34.0,8.3,1.5,3.4,1.2,4.5,2.6,1.0,1.6,0.3,2.3,21.5,19.3,0.5,-75.0,8
Julian Lauchlan,1.0,39.0,8.5,0.9,2.6,1.6,5.6,2.4,1.1,1.1,0.3,2.0,20.5,14.2,0.545,104.0,0
Diego Botache,0.9545454545454546,35.2,7.5,1.5,4.0,1.6,4.4,2.9,1.5,1.0,0.2,1.3,20.4,16.8,0.545,105.0,4
Jonathan Afrikka,0.9545454545454546,35.4,7.6,1.5,3.3,1.1,4.0,2.4,0.8,0.8,0.6,1.1,20.1,17.2,0.636,167.0,10
Carlos CÃ¡mpoy,1.0,37.8,7.1,1.4,3.4,1.4,5.8,2.6,1.4,1.6,0.1,2.1,19.0,16.7,0.545,94.0,20
Ty Maxwell,0.7272727272727273,38.5,7.3,1.0,2.9,1.5,6.1,3.9,1.1,0.8,0.2,2.2,18.6,17.6,0.409,-96.0,0
Miguel Vilela,0.9090909090909091,35.5,6.0,1.2,5.0,1.7,5.5,2.4,1.4,0.9,0.0,2.6,18.1,15.8,0.409,-96.0,0
Pinchas Chaim,0.9090909090909091,37.2,6.8,0.8,3.6,0.6,3.2,2.8,1.6,1.0,0.2,2.9,18.0,16.9,0.364,-143.0,0
Oltan Aksak,0.7727272727272727,39.1,5.8,1.6,4.5,1.0,4.3,2.9,2.1,0.9,0.2,3.2,17.8,17.4,0.545,-185.0,0
Ma Thien Duc,1.0,37.9,6.6,1.3,2.9,0.5,2.8,3.5,1.1,0.6,0.3,1.1,17.5,16.3,0.545,105.0,0
Nicola Bigaglia,1.0,34.2,7.0,0.6,2.7,2.1,6.9,2.8,0.9,0.8,0.3,2.5,17.3,15.9,0.5,-75.0,0
Charles Wagenmakers,0.9090909090909091,37.7,7.6,0.4,1.4,3.2,12.6,1.2,1.8,1.0,1.2,1.5,17.1,16.7,0.682,183.0,6
Peter Vaughan,1.0,34.6,6.3,1.8,2.7,1.1,3.6,3.1,1.0,0.9,0.1,2.7,17.0,15.9,0.455,32.0,0
Steven Stockton,1.0,37.1,7.5,0.3,1.6,3.0,15.0,3.0,1.0,0.9,1.2,1.5,17.0,17.5,0.682,201.0,190
Emelyan Mitrofanov,0.8181818181818182,43.8,7.0,0.3,2.6,3.6,14.3,2.9,1.7,0.6,1.1,2.0,16.9,15.1,0.364,-143.0,0
Adam Vidal,1.0,42.8,6.5,1.2,2.3,1.1,4.1,4.0,1.1,0.8,0.4,1.2,16.4,15.5,0.682,201.0,3
Gercho Ostrev,1.0,31.6,6.3,2.4,1.4,0.5,2.5,2.7,0.9,0.6,0.1,1.4,16.3,16.1,0.545,94.0,0
RÃ©gis Lesage,0.9090909090909091,34.6,6.4,0.7,1.8,1.4,5.1,2.8,1.8,0.6,0.4,1.8,15.4,15.1,0.409,-150.0,0
Simeon Mano,1.0,34.9,5.6,1.4,2.7,1.5,5.3,3.6,1.6,0.6,0.4,1.7,15.4,15.7,0.545,105.0,2
Florenci Navarro,0.8181818181818182,33.9,5.7,1.1,2.8,1.0,4.9,2.3,1.1,0.8,0.0,3.2,15.3,15,0.091,-386.0,0
Pedro Ibarra,1.0,40.2,5.5,1.1,3.0,1.1,4.6,3.6,1.3,1.1,0.3,2.4,15.3,16.3,0.545,94.0,0
Anestis Lakamas,0.9545454545454546,35.9,6.6,0.1,1.8,2.6,12.3,1.3,1.8,0.3,1.4,2.7,15.1,16.2,0.5,-97.0,0
Bennett Malloy,0.9090909090909091,31.5,5.2,0.4,4.1,1.0,3.6,2.0,0.9,0.6,0.5,1.8,14.8,15.1,0.5,-75.0,0
Tibo De Clercq,1.0,28.9,6.2,0.3,1.9,3.0,8.1,1.4,1.3,0.6,0.8,1.7,14.7,16.2,0.409,-150.0,0
Tanner Knott,0.9090909090909091,34.9,5.7,0.6,2.7,1.7,7.5,3.2,1.4,0.8,1.4,2.6,14.6,15.2,0.409,-150.0,0
John Ledbetter,0.7727272727272727,37.9,6.2,0.6,1.7,3.8,13.0,2.6,1.5,0.7,1.1,1.4,14.6,15.3,0.545,-185.0,0
Moses Teel,0.9545454545454546,34.5,5.7,0.4,2.7,4.0,12.5,2.0,1.4,0.3,0.9,2.2,14.6,16,0.636,167.0,7
Aristodemo Samuel,0.8636363636363636,34.1,5.7,1.1,2.0,0.7,4.2,1.7,1.3,0.7,0.2,1.2,14.4,15.6,0.409,-150.0,0
Martin Ramus,1.0,36.9,5.8,0.5,2.2,3.4,13.2,1.9,1.6,0.5,1.5,1.1,14.3,16.8,0.545,105.0,50
Juha RantamÃ¤ki,1.0,29.0,6.0,0.2,2.0,2.5,8.9,1.2,1.4,0.2,0.6,2.5,14.1,15.1,0.409,29.0,0
Maynard Stratton,0.8181818181818182,36.2,4.8,1.3,3.2,0.6,2.4,3.5,1.3,1.3,0.4,2.4,14.1,17,0.5,-75.0,0
Ward Cloud,0.9545454545454546,35.9,5.8,0.3,2.0,3.9,15.0,0.5,2.1,0.5,0.9,2.9,13.9,17.3,0.636,167.0,1
Floyd Box,0.7727272727272727,36.9,5.5,0.4,2.5,1.8,6.4,2.3,1.5,0.9,0.1,3.2,13.8,16.1,0.545,-185.0,0
Leroy Blum,0.9090909090909091,33.5,4.8,1.2,2.9,0.9,3.8,3.8,1.4,0.8,0.2,2.0,13.8,15.6,0.5,-97.0,0
Victor Bales,0.7727272727272727,37.7,4.2,0.5,4.5,0.6,2.7,4.4,0.7,1.5,0.2,2.5,13.5,17.6,0.545,-185.0,0
McKinley Olson,0.9545454545454546,41.3,5.2,0.6,2.4,1.0,5.4,4.4,1.8,0.9,0.3,1.6,13.4,14.7,0.409,29.0,0
Sidney Oakes,1.0,34.5,5.6,0.0,2.0,3.0,11.2,2.1,1.5,0.4,1.4,1.6,13.3,14.3,0.682,201.0,3
Ted Delacruz,0.9090909090909091,35.1,4.9,0.4,2.8,0.6,3.2,4.4,1.3,1.2,0.2,0.7,13.0,17.3,0.5,-97.0,0
Neil Purcell,0.9090909090909091,35.7,5.0,0.5,2.4,0.9,2.6,4.8,1.6,1.0,0.2,3.2,13.0,17.5,0.682,183.0,0
Mitch Hammonds,1.0,39.3,5.5,0.1,1.7,4.1,13.7,2.5,2.0,0.3,0.7,2.0,12.9,16.8,0.364,-143.0,0
Kristo Golding,1.0,26.1,5.2,0.5,1.8,0.5,3.4,0.8,1.2,0.8,0.3,0.6,12.6,15.9,0.409,29.0,0
Vasco Drago,0.9090909090909091,34.4,5.4,0.0,1.8,2.8,12.2,3.2,1.2,0.9,1.0,2.0,12.6,17,0.682,183.0,11
Carlos Betancourt,1.0,41.2,5.0,0.2,2.4,1.3,5.8,4.7,1.3,1.2,0.3,3.5,12.6,14.7,0.682,201.0,1
Greg Maynard,0.9090909090909091,34.8,4.4,0.6,3.2,0.6,3.0,3.2,1.0,1.0,0.2,1.5,12.6,15.5,0.636,167.0,0
Rein Guyaux,0.6818181818181818,35.0,4.8,0.2,2.7,2.2,13.2,0.8,1.7,0.6,1.4,2.9,12.5,15.6,0.5,-97.0,0
Michael Lindquist,1.0,37.2,5.0,0.2,2.1,1.2,4.7,1.7,1.8,1.1,0.5,2.7,12.4,14.6,0.682,201.0,0
Aleksa PeroÅ¡eviÄ,0.9090909090909091,33.2,5.0,0.4,2.0,0.8,4.0,3.2,1.4,1.1,0.0,1.5,12.4,16.7,0.682,183.0,0
Fred Eckert,0.9545454545454546,31.0,5.0,0.7,1.7,1.3,6.2,2.4,1.2,0.8,0.3,2.1,12.4,14.7,0.545,94.0,0
Sergio Flores,0.9090909090909091,35.8,5.0,0.1,2.2,1.4,6.4,2.7,1.2,1.2,0.3,0.8,12.2,17.3,0.682,183.0,0
Reginas Liesmonas,1.0,33.9,8.3,1.1,3.6,1.3,4.5,2.6,1.3,1.0,0.5,2.4,21.3,19.6,0.5,96.0,0
Tyree Graham,1.0,39.7,8.0,1.1,3.8,2.5,10.9,5.2,1.2,1.2,1.1,3.5,21.0,17.5,0.773,551.0,192
Stanton Jones,1.0,35.5,8.2,1.5,2.4,0.9,4.1,3.6,1.2,1.4,0.1,1.8,20.4,15.2,0.22699999999999998,-59.0,0
ZdzisÅaw Siekacz,0.8636363636363636,40.7,8.7,0.4,2.5,4.0,14.8,3.4,1.1,0.5,1.2,1.9,20.3,18.2,0.591,44.0,0
Charles Wagenmakers,1.0,42.3,8.2,0.8,2.6,2.9,13.2,1.6,1.5,1.1,1.8,2.3,19.9,16.5,0.773,351.0,95
Albino CalderÃ³n,0.8636363636363636,32.5,7.6,2.0,2.2,0.7,3.6,3.1,0.8,1.3,0.3,2.1,19.5,17.8,0.545,149.0,0
Ulisses Vargas,0.8636363636363636,31.9,7.5,1.8,2.6,1.2,4.3,2.6,0.9,0.6,0.4,1.6,19.4,17.3,0.545,149.0,0
Jordi MartÃ­nez Conde,1.0,41.2,7.9,0.2,3.3,3.6,14.7,2.3,1.9,0.5,0.2,3.5,19.2,17,0.773,351.0,80
Veli DayanÃ§,0.8181818181818182,38.5,7.5,1.0,2.9,2.8,9.9,4.5,1.4,1.2,0.8,1.8,18.9,17.4,0.591,238.0,1
